Unnamed: 0,city,country,lat,lon
655,Liaocheng,China,36.45514871990564,115.87887722634515
625,Ipoh,Malaysia,4.653892166430405,101.1554300154786
577,Oran,Algeria,35.69377025827571,-0.6485812377809937
445,Bandar Lampung,Indonesia,-5.41404932509468,105.26210615234407
463,Ma'anshan,China,31.637048206378807,118.36635667243412
163,Lubumbashi,DR Congo,-11.650210216691203,27.460180193162124
427,Chandigarh,India,30.729407714306575,76.7805977831347
523,Rotterdam,Netherlands,51.922499363640526,4.486540766572727
242,Davao City,Philippines,7.250792737060687,125.43741689857494
686,Merca,Somalia,1.71650643007642,44.76491038775562
447,Omsk,Russia,54.97796825959074,73.3695210187698
660,Xalapa,Mexico,19.543857627254457,-96.88833349360796
622,Enugu,Nigeria,6.532739739593323,7.439060251319117
605,Liaoyang,China,41.181203280972454,123.24647185350146
527,Dehradun,India,30.472901093805167,77.96706299280488
293,Auckland,New Zealand,-36.523085497191445,174.86729666747678
84,Kunming,China,25.386844298998728,102.8728625152822
104,Douala,Cameroon,4.009425201998848,9.663390792328991
71,Saint Petersburg,Russia,59.96263772576109,30.067922828014275
404,Pingdingshan Henan,China,33.76898055960608,113.19280604982364
486,Oslo,Norway,59.975541486812915,10.738490562901507
203,Barranquilla,Colombia,10.978568484234188,-74.82612214338009
279,Tiruppur,India,10.839363686302972,77.40721533314884
23,Moscow,Russia,55.55918999280623,37.3634707855081
438,Hubli Dharwad,India,15.342534323054757,75.16951795857533
681,Frankfurt,Germany,50.117335780146746,8.644452557072725
595,Ashgabat,Turkmenistan,37.95976170143853,58.26681956673547
409,Zhenjiang Jiangsu,China,32.20980016537778,119.43892682834154
310,Abu Dhabi,United Arab Emirates,24.43806078587395,54.54257105006262
629,Huaihua,China,27.547843527376624,110.07555858295012
482,Managua,Nicaragua,12.122672598519376,-86.2473518654279
319,Natal,Brazil,-5.80339049576141,-35.22891877311074
724,Huambo,Angola,-12.567387057321294,15.740685160228637
639,Winnipeg,Canada,49.863690988073174,-97.15731481282714
645,Heze,China,35.150439648886355,115.69252175712272
628,Yangquan,China,38.06367613447299,113.49850776214085
199,Liuzhou,China,24.94788501662089,109.37114437233971
702,Maturin,Venezuela,9.731692187723151,-63.20145858265362
586,Malang,Indonesia,-7.978872660951042,112.6364468356588
493,Solapur,India,17.791406128750356,75.4832449331729
384,Lilongwe,Malawi,-14.018746105075287,33.68558879252805
120,Faisalabad,Pakistan,31.430807974660347,73.09765218714624
558,Ciudad Guayana,Venezuela,8.285316913035507,-62.74391491076395
273,Xiangyang,China,31.93287451310875,111.93793602274684
365,Taizhong,Taiwan,24.238204858307125,120.89121898773188
358,Belgrade,Serbia,44.809298526281786,20.42554283059211
556,Linfen,China,36.22740795750166,111.37645580168656
282,Aurangabad,India,24.791045346543044,84.40822954190295
108,Changzhou,China,31.625594159557423,119.63658019548154
383,Maoming,China,21.92628143281697,110.98794330442172
